Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA015 Community marriage organization,Code: EA015 Community marriage organization,Description: EA015 Community marriage organization,Comment: EA015 Community marriage organization,Subcase: EA015 Community marriage organization,References: EA015 Community marriage organization,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,CousinsDistinguished,Focal Year: EA024 Cousin marriages permitted: subtypes,Code: EA024 Cousin marriages permitted: subtypes,Description: EA024 Cousin marriages permitted: subtypes,Comment: EA024 Cousin marriages permitted: subtypes,Subcase: EA024 Cousin marriages permitted: subtypes,References: EA024 Cousin marriages permitted: subtypes,PermitFirstCousins,Focal Year: EA026 Cousin marriages preferred: subtypes,Code: EA026 Cousin marriages preferred: subtypes,Description: EA026 Cousin marriages preferred: subtypes,Comment: EA026 Cousin marriages preferred: subtypes,Subcase: EA026 Cousin marriages preferred: subtypes,References: EA026 Cousin marriages preferred: subtypes,PreferCrossCousins
Ethnographic Atlas,Curripaco,Sc9,xd1352,Curipaco (Sc9),5,-67,5,-67,curr1243,Curripaco,kpc,Arawakan,1950,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,,Wilbert(1960a); Wilbert(1963); ,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Wilbert(1960a); Wilbert(1963); ,0,1950,7,Nonlateral marriage when evidence is available only for first cousins,,,Wilbert(1960a); Wilbert(1963); ,0,1950,9,No preferred cousin marriage,,,Wilbert(1960a); Wilbert(1963); ,0
Ethnographic Atlas,Kalinga,Ia16,xd739,Kalinga (Ia16),18,121,18,121,lubu1243,Lubuagan Kalinga,knb,Austronesian,1910,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,1910,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,0,1910,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,0,1910,9,No preferred cousin marriage,,with special reference to the northern Kalinga,Barton(1949); Dozier(1967); Dozier(1966); ,0
Ethnographic Atlas,Ye'kuana,Sc16,xd1342,Yekuana (Sc16),3,-65,3,-65,maqu1238,Maquiritari,mch,Cariban,1920,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,with special reference to the Makitare,Koch-Grunberg(1923b); Wilbert(1963); Wilbert(1958c); Barandiaran(1962); ,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",But sibling terms are employed for cross-cousins of opposite sex,with special reference to the Makitare,Koch-Grunberg(1923b); Wilbert(1963); Wilbert(1958c); Barandiaran(1962); ,1,1920,3,Two of four first cousins marriageable,,with special reference to the Makitare,Koch-Grunberg(1923b); Wilbert(1963); Wilbert(1958c); Barandiaran(1962); ,1,1920,1,A symmetrical cross-cousin is preferred spouse,,with special reference to the Makitare,Koch-Grunberg(1923b); Wilbert(1963); Wilbert(1958c); Barandiaran(1962); ,1
Ethnographic Atlas,Kalmyk,Ci1,xd574,Kalmyk (Ci1),46,46,46,46,kalm1243,Kalmyk,xal,Mongolic,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,with special reference to the Baga Dorbed group,Adelman(nd); Aberle(1953); ,1920,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,with special reference to the Baga Dorbed group,Adelman(nd); Aberle(1953); ,1,1920,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the Baga Dorbed group,Adelman(nd); Aberle(1953); ,0,1920,9,No preferred cousin marriage,,with special reference to the Baga Dorbed group,Adelman(nd); Aberle(1953); ,0
Ethnographic Atlas,Nunuma,Ag42,xd280,Nunuma (Ag42),12,-3,12,-3,sout2795,Southern Nuni,nnw,Atlantic-Congo,1910,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Tauxier(1924b); Tauxier(1912); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Bisayan,Ia18,xd741,Bisayan (Ia18),10,123,10,123,akla1241,Aklanon,akl,Austronesian,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the village of Manland in western Negros,Sibley(1963); Sibley(1959); ,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the village of Manland in western Negros,Sibley(1963); Sibley(1959); ,0,1950,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the village of Manland in western Negros,Sibley(1963); Sibley(1959); ,0,1950,9,No preferred cousin marriage,,with special reference to the village of Manland in western Negros,Sibley(1963); Sibley(1959); ,0
Ethnographic Atlas,Cocama,Se10,xd1363,Cocama (Se10),1,-79,1,-79,coca1259,Cocama-Cocamilla,cod,Tupian,,NA,Missing data,,,,,NA,Missing data,,,,NA,1670,NA,Missing data,Preferential marriage with SiDa,,Espinosa(1935); Metraux(1948b); Tessmann(1930); ,NA,1670,NA,Missing data,Preferential marriage with SiDa,,Espinosa(1935); Metraux(1948b); Tessmann(1930); ,NA
Ethnographic Atlas,Burusho,Ee2,xd654,Burusho (Ee2),37,75,37,75,buru1296,Burushaski,bsk,Burushaski,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Hunza State,Clark(1963); Rodale(1948); Tobe(1960); Lorimer(1939); Lorimer(1938); Lorimer(1935); ,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Hunza State,Clark(1963); Rodale(1948); Tobe(1960); Lorimer(1939); Lorimer(1938); Lorimer(1935); ,0,1930,7,Nonlateral marriage when evidence is available only for first cousins,,Hunza State,Clark(1963); Rodale(1948); Tobe(1960); Lorimer(1939); Lorimer(1938); Lorimer(1935); ,0,1930,9,No preferred cousin marriage,,Hunza State,Clark(1963); Rodale(1948); Tobe(1960); Lorimer(1939); Lorimer(1938); Lorimer(1935); ,0
Ethnographic Atlas,Songye,Ae18,xd136,Songe (Ae18),-6,25,-6,25,song1303,Songe,sop,Atlantic-Congo,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Van Overbergh(1908); Torday and Joyce(1922b); ,,NA,Missing data,,,,NA,1900,7,Nonlateral marriage when evidence is available only for first cousins,,,Van Overbergh(1908); Torday and Joyce(1922b); ,0,1900,9,No preferred cousin marriage,,,Van Overbergh(1908); Torday and Joyce(1922b); ,0
Ethnographic Atlas,Macassarese,Ic1,xd759,Macassarese (Ic1),-5.31,119.69,-5,119,maka1311,Makasar,mak,Austronesian,1940,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,Borongloe,Chabot(1950); ,1940,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,Borongloe,Chabot(1950); ,0,1940,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,Borongloe,Chabot(1950); ,1,1940,9,No preferred cousin marriage,,Borongloe,Chabot(1950); ,0
Ethnographic Atlas,Tuareg Ahaggar,Cc9,xd506,Tuareg Ahaggar (Cc9),23,6,23,6,hogg1238,Hoggar,,Afro-Asiatic,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,Ahaggaren tribe,Benhazera(1908); Lhote(1955 and 1944); Nicolaisen(1963); Nicolaisen(1959); Briggs(1958); ,1920,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Ahaggaren tribe,Benhazera(1908); Lhote(1955 and 1944); Nicolaisen(1963); Nicolaisen(1959); Briggs(1958); ,1,1920,3,Two of four first cousins marriageable,"Entry follows Briggs; earlier sources report 'quadrilateral' (code ""1"")",Ahaggaren tribe,Benhazera(1908); Lhote(1955 and 1944); Nicolaisen(1963); Nicolaisen(1959); Briggs(1958); ,1,1920,2,MoBrDa is preferred spouse,,Ahaggaren tribe,Benhazera(1908); Lhote(1955 and 1944); Nicolaisen(1963); Nicolaisen(1959); Briggs(1958); ,1
Ethnographic Atlas,Yucatec Maya,Sa6,xd1322,Yucatec Maya (Sa6),18,-90,18,-90,yuca1254,Yucatec Maya,yua,Mayan,1520,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Redfield and Villa Rojas(1934); Roys(1957); Roys(1951); Von Hagen(1957); Tozzer(1941); Carrasco(1967); Thompson(1927); Gann and Thompson(1931); Roys(1943); Chamberlain(1951); ,1520,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Redfield and Villa Rojas(1934); Roys(1957); Roys(1951); Von Hagen(1957); Tozzer(1941); Carrasco(1967); Thompson(1927); Gann and Thompson(1931); Roys(1943); Chamberlain(1951); ,0,1520,3,Two of four first cousins marriageable,"In Murdock (1962d) he coded this as 'unilateral' (code ""4"") and noted ""Landa specifically reports marriageability of maternal cousins; hence possibly 'duolateral' (code ""3"") rather than 'unilateral' (code ""4"")."" In the EA he coded the column as 'duolateral' (code ""3"")",,Redfield and Villa Rojas(1934); Roys(1957); Roys(1951); Von Hagen(1957); Tozzer(1941); Carrasco(1967); Thompson(1927); Gann and Thompson(1931); Roys(1943); Chamberlain(1951); ,1,1520,9,No preferred cousin marriage,,,Redfield and Villa Rojas(1934); Roys(1957); Roys(1951); Von Hagen(1957); Tozzer(1941); Carrasco(1967); Thompson(1927); Gann and Thompson(1931); Roys(1943); Chamberlain(1951); ,0
Ethnographic Atlas,Guaica,Sd4,xd1356,Waica (Sd4),2,-65,2,-65,yano1262,Yanomámi,wca,Yanomam,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Zerries(1954); Barker(1953); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Yuki,Nc7,xd1138,Yuki (Nc7),40,-123,40,-123,yuki1243,Yuki,yuk,Yuki-Wappo,1850,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Essene(1942); Foster(1944); Gifford(1922e); ,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Essene(1942); Foster(1944); Gifford(1922e); ,0,1850,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Essene(1942); Foster(1944); Gifford(1922e); ,0,1850,9,No preferred cousin marriage,,,Essene(1942); Foster(1944); Gifford(1922e); ,0
Ethnographic Atlas,Lokono,Sc10,xd1336,Locono (Sc10),5.95,-56.98,6,-57,araw1276,Lokono,arw,Arawakan,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,"But Kirchhoff reports 'exogamous communities without specific structure of clans' (code ""4"")",,Coll(1903); Kirchhoff(1931); Geoje(1910); Taylor(1957); ,,NA,Missing data,,,,NA,1900,3,Two of four first cousins marriageable,,,Coll(1903); Kirchhoff(1931); Geoje(1910); Taylor(1957); ,1,1900,2,MoBrDa is preferred spouse,,,Coll(1903); Kirchhoff(1931); Geoje(1910); Taylor(1957); ,1
Ethnographic Atlas,Witoto,Se6,xd1370,Witoto (Se6),-1,-74,-1,-74,muru1274,Murui Huitoto,huu,Huitotoan,1910,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Whitten(1915); Murdock(1936b); Tessmann(1930); ,,NA,Missing data,,,,NA,1910,3,Two of four first cousins marriageable,,,Whitten(1915); Murdock(1936b); Tessmann(1930); ,1,1910,9,No preferred cousin marriage,,,Whitten(1915); Murdock(1936b); Tessmann(1930); ,0
Ethnographic Atlas,Mi'kmaq,Na41,xd1058,Micmac (Na41),47,-65,47,-65,mikm1235,Mi'kmaq,mic,Algic,1700,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,1700,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,0,1700,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,0,1700,9,No preferred cousin marriage,,Mainland division,Le Clercq(1910); Johnson(1943); Denys(1908); Wallis and Wallis(1955); Bock(1966); Speck and Dexter(1951); ,0
Ethnographic Atlas,Mondari,Aj16,xd391,Mondari (Aj16),6,31,6,31,mand1425,Mandari,mqu,Nilotic,1930,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,with special reference to the Riverain Mondari,Nalder(1937); Buxton(1958); Huntingford(1953a); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Yagua,Se4,xd1368,Yagua (Se4),-3,-72,-3,-72,yagu1244,Yagua,yad,Peba-Yagua,1940,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Fejos(1943); ,,NA,Missing data,,,,NA,1940,7,Nonlateral marriage when evidence is available only for first cousins,,,Fejos(1943); ,0,1940,9,No preferred cousin marriage,,,Fejos(1943); ,0
Ethnographic Atlas,Manprusi,Ag46,xd284,Manprusi (Ag46),10,-1,10,-1,mamp1244,Mampruli,maw,Atlantic-Congo,,NA,Missing data,,,,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Rattray(1932); Manoukian(1952b); ,0,1920,7,Nonlateral marriage when evidence is available only for first cousins,,,Rattray(1932); Manoukian(1952b); ,0,1920,9,No preferred cousin marriage,,,Rattray(1932); Manoukian(1952b); ,0
Ethnographic Atlas,Yupa,Sb7,xd1332,Yupa (Sb7),9,-72,9,-72,yukp1241,Yukpa,yup,Cariban,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the Pariri,Wilbert(1961b); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Pariri,Wilbert(1961b); ,1,1950,3,Two of four first cousins marriageable,,with special reference to the Pariri,Wilbert(1961b); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,with special reference to the Pariri,Wilbert(1961b); ,1
Ethnographic Atlas,Turkana,Aj5,xd410,Turkana (Aj5),4,35,4,35,turk1308,Turkana,tuv,Nilotic,1920,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Elmley(1927); White(1920); Gulliver(1955); Gulliver(1951); Rayne(1919); ,1920,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Elmley(1927); White(1920); Gulliver(1955); Gulliver(1951); Rayne(1919); ,NA,1920,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Elmley(1927); White(1920); Gulliver(1955); Gulliver(1951); Rayne(1919); ,0,1920,9,No preferred cousin marriage,,,Elmley(1927); White(1920); Gulliver(1955); Gulliver(1951); Rayne(1919); ,0
Ethnographic Atlas,Mundang,Ai15,xd343,Mundang (Ai15),10,14,10,14,mund1325,Mundang,mua,Atlantic-Congo,1900,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Brussaux(1907); Martin(1947); Lembezat(1916a); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Camaracoto,Sc11,xd1337,Camaracoto (Sc11),6,-63,6,-63,cama1252,Camaracoto,,Cariban,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Simpson(1940b); Wilbert(1961a); ,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",Entry follows Wilbert; Simpson reports Hawaiian,,Simpson(1940b); Wilbert(1961a); ,1,1930,3,Two of four first cousins marriageable,,,Simpson(1940b); Wilbert(1961a); ,1,1930,9,No preferred cousin marriage,,,Simpson(1940b); Wilbert(1961a); ,0
Ethnographic Atlas,Chakma,Ei10,xd697,Chakma (Ei10),23,92,23,92,chak1266,Chakma,ccp,Indo-European,1870,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Bessaignet(1958); Lewin(1869); Lévi-Strauss(1952); ,1870,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Bessaignet(1958); Lewin(1869); Lévi-Strauss(1952); ,NA,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Bessaignet(1958); Lewin(1869); Lévi-Strauss(1952); ,0,1870,9,No preferred cousin marriage,,,Bessaignet(1958); Lewin(1869); Lévi-Strauss(1952); ,0
Ethnographic Atlas,/Xam,Aa8,xd8,Xam (Aa8),-30,23,-30,23,xamm1241,Kham,xam,Tuu,,NA,Missing data,,,,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Bleek(1924); Barrow(1801-04); Fritsch(1872); ,0,1850,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Bleek(1924); Barrow(1801-04); Fritsch(1872); ,1,1850,9,No preferred cousin marriage,,,Bleek(1924); Barrow(1801-04); Fritsch(1872); ,0
Ethnographic Atlas,Chagga,Ad3,xd98,Chagga (Ad3),-3,37,-3,37,moch1256,Mochi,old,Atlantic-Congo,1910,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)","Lineage localization is, however, uncommon today",,Dundas(1924); Raum(1940); Stahl(1964); Abbott(1892); Gutmann(1926); Gutmann(1913); ,1910,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Dundas(1924); Raum(1940); Stahl(1964); Abbott(1892); Gutmann(1926); Gutmann(1913); ,1,1910,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",Marriage with a MoBrDa is allowed under special circumstances when Mo is dead,,Dundas(1924); Raum(1940); Stahl(1964); Abbott(1892); Gutmann(1926); Gutmann(1913); ,0,1910,9,No preferred cousin marriage,Marriage with a MoBrDa is allowed under special circumstances when Mo is dead,,Dundas(1924); Raum(1940); Stahl(1964); Abbott(1892); Gutmann(1926); Gutmann(1913); ,0
